# wave flux
# logage = 0.96
# zh=0.2
# mgh=0.2
# fsps: w < 3600, w > 1.7e4
9.10000e+01 1.71262e-06
9.40000e+01 2.17678e-06
9.60000e+01 2.82191e-06
9.80000e+01 3.40428e-06
1.00000e+02 1.44170e-05
1.02000e+02 7.94800e-06
1.04000e+02 1.36026e-05
1.06000e+02 3.12419e-05
1.08000e+02 3.43840e-05
1.10000e+02 5.45188e-05
1.14000e+02 2.95076e-05
1.18000e+02 2.83209e-05
1.21000e+02 1.04414e-04
1.25000e+02 1.38411e-04
1.27000e+02 1.09072e-04
1.28000e+02 1.36575e-04
1.31000e+02 1.10617e-04
1.32000e+02 1.95360e-04
1.34000e+02 1.01027e-04
1.37000e+02 1.34087e-04
1.40000e+02 2.08423e-04
1.43000e+02 3.61611e-04
1.47000e+02 5.44826e-04
1.51000e+02 5.13131e-04
1.55000e+02 5.38995e-04
1.59000e+02 7.27309e-04
1.62000e+02 8.03353e-04
1.66000e+02 8.75357e-04
1.70000e+02 7.59387e-04
1.73000e+02 7.41903e-04
1.77000e+02 5.53117e-04
1.80000e+02 7.74991e-04
1.82000e+02 8.23435e-04
1.86000e+02 6.18310e-04
1.91000e+02 8.61957e-04
1.94000e+02 8.54251e-04
1.98000e+02 1.14748e-03
2.02000e+02 1.03835e-03
2.05000e+02 1.11197e-03
2.10000e+02 1.11642e-03
2.16000e+02 1.13015e-03
2.20000e+02 8.91192e-04
2.23000e+02 1.04604e-03
2.27000e+02 1.10428e-03
2.30000e+02 1.41783e-03
2.34000e+02 3.66490e-03
2.40000e+02 5.55060e-03
2.46000e+02 5.32707e-03
2.52000e+02 7.43590e-03
2.57000e+02 5.85342e-03
2.60000e+02 6.21367e-03
2.64000e+02 8.64116e-03
2.69000e+02 7.56979e-03
2.74000e+02 7.74739e-03
2.79000e+02 6.04618e-03
2.84000e+02 7.12506e-03
2.90000e+02 7.23472e-03
2.96000e+02 6.11189e-03
3.01000e+02 6.46251e-03
3.08000e+02 4.88017e-03
3.18000e+02 6.96708e-03
3.28000e+02 7.55526e-03
3.38000e+02 6.18615e-03
3.48000e+02 5.44767e-03
3.57000e+02 6.44534e-03
3.66000e+02 6.55212e-03
3.75000e+02 5.88225e-03
3.85000e+02 4.59478e-03
3.95000e+02 5.73055e-03
4.05000e+02 5.64514e-03
4.14000e+02 5.47050e-03
4.22000e+02 4.80503e-03
4.30000e+02 4.56621e-03
4.41000e+02 4.37637e-03
4.51000e+02 4.48646e-03
4.60000e+02 4.25162e-03
4.70000e+02 4.09459e-03
4.80000e+02 3.89489e-03
4.90000e+02 3.84020e-03
5.00000e+02 3.78149e-03
5.06000e+02 3.50281e-03
5.12000e+02 3.26273e-03
5.20000e+02 3.52402e-03
5.30000e+02 3.34461e-03
5.40000e+02 2.99338e-03
5.50000e+02 2.71785e-03
5.60000e+02 3.28973e-03
5.70000e+02 3.16770e-03
5.80000e+02 2.84668e-03
5.90000e+02 3.10004e-03
6.00000e+02 2.77633e-03
6.10000e+02 2.30195e-03
6.20000e+02 2.50538e-03
6.30000e+02 2.25150e-03
6.40000e+02 2.41422e-03
6.50000e+02 2.43864e-03
6.58000e+02 2.05017e-03
6.65000e+02 2.05954e-03
6.75000e+02 2.14076e-03
6.85000e+02 2.09298e-03
6.95000e+02 2.00247e-03
7.05000e+02 1.89207e-03
7.16000e+02 2.08147e-03
7.26000e+02 1.95220e-03
7.35000e+02 1.94960e-03
7.45000e+02 1.78527e-03
7.55000e+02 1.86918e-03
7.65000e+02 1.36046e-03
7.75000e+02 1.72957e-03
7.85000e+02 1.31535e-03
7.95000e+02 1.52930e-03
8.05000e+02 1.67679e-03
8.15000e+02 1.61275e-03
8.25000e+02 1.57598e-03
8.35000e+02 1.24745e-03
8.45000e+02 1.34303e-03
8.55000e+02 1.41574e-03
8.65000e+02 1.36386e-03
8.75000e+02 1.42012e-03
8.85000e+02 1.41066e-03
8.95000e+02 1.39010e-03
9.05000e+02 1.36116e-03
9.15000e+02 2.26937e-03
9.25000e+02 3.86620e-03
9.35000e+02 6.41514e-03
9.45000e+02 7.30072e-03
9.55000e+02 7.37476e-03
9.65000e+02 6.68819e-03
9.75000e+02 2.92568e-03
9.85000e+02 3.79435e-03
9.95000e+02 4.98900e-03
1.00500e+03 6.77684e-03
1.01500e+03 7.26775e-03
1.02500e+03 5.51511e-03
1.03500e+03 6.04108e-03
1.04500e+03 8.38976e-03
1.05500e+03 7.72578e-03
1.06500e+03 6.35858e-03
1.07500e+03 6.81274e-03
1.08500e+03 5.41420e-03
1.09500e+03 7.28497e-03
1.10500e+03 6.74966e-03
1.11500e+03 6.20000e-03
1.12500e+03 5.09570e-03
1.13500e+03 6.68010e-03
1.14500e+03 6.34406e-03
1.15500e+03 6.06065e-03
1.16500e+03 5.82652e-03
1.17500e+03 3.48930e-03
1.18500e+03 5.65483e-03
1.19500e+03 5.22385e-03
1.20500e+03 4.08966e-03
1.21500e+03 4.05940e-03
1.22500e+03 5.28957e-03
1.23500e+03 5.37481e-03
1.24500e+03 5.70707e-03
1.25500e+03 5.21904e-03
1.26500e+03 5.53059e-03
1.27500e+03 5.72114e-03
1.28500e+03 5.62922e-03
1.29500e+03 4.69980e-03
1.30500e+03 4.94333e-03
1.31500e+03 5.46788e-03
1.32500e+03 5.14370e-03
1.33500e+03 4.98976e-03
1.34500e+03 5.05287e-03
1.35500e+03 4.99569e-03
1.36500e+03 4.60519e-03
1.37500e+03 4.43722e-03
1.38500e+03 4.14227e-03
1.39500e+03 2.74957e-03
1.40500e+03 3.08182e-03
1.41500e+03 3.86992e-03
1.42500e+03 3.75112e-03
1.43500e+03 3.94018e-03
1.44200e+03 3.97740e-03
1.44700e+03 3.90214e-03
1.45500e+03 3.77677e-03
1.46500e+03 3.44532e-03
1.47500e+03 3.59942e-03
1.48500e+03 3.56771e-03
1.49500e+03 3.48099e-03
1.50500e+03 3.18625e-03
1.51200e+03 2.85379e-03
1.51700e+03 2.94620e-03
1.52500e+03 3.00318e-03
1.53500e+03 2.52993e-03
1.54500e+03 2.28802e-03
1.55500e+03 2.35710e-03
1.56500e+03 2.53483e-03
1.57500e+03 2.72975e-03
1.58500e+03 2.75372e-03
1.59500e+03 2.73957e-03
1.60500e+03 2.77567e-03
1.61500e+03 2.71176e-03
1.62500e+03 2.66343e-03
1.63500e+03 2.82565e-03
1.64500e+03 2.83672e-03
1.65500e+03 2.79769e-03
1.66500e+03 2.83337e-03
