# field visit time xshift yshift rot scale rms N
j100025+021651 cosmos-03-bhm-31-292.0-f140w 1513636397.0 -0.2283 -0.9113 0.0069 0.99996 0.221 26
j100025+021651 cosmos-04-bhm-32-292.0-f140w 1513636520.0 -1.74 1.9024 -0.0093 1.00022 0.257 18
j100025+021651 cosmos-05-bhm-33-292.0-f140w 1513636639.0 -2.5354 0.1152 -0.0 1.00014 0.162 15
j100025+021651 cosmos-06-bhm-34-292.0-f140w 1513636757.0 0.0138 3.0018 0.0235 1.0 0.419 32
j100025+021651 cosmos-07-bhm-35-292.0-f140w 1513636882.0 -1.1661 2.1458 0.0073 1.00008 0.442 25
j100025+021651 cosmos-08-bhm-36-292.0-f140w 1513637001.0 -2.2441 1.6333 0.0307 1.00015 0.264 24
j100025+021651 cosmos-09-bhm-37-292.0-f140w 1513637120.0 -1.6384 1.8499 0.0035 0.99987 0.296 20
j100025+021651 cosmos-10-bhm-38-292.0-f140w 1513633268.0 0.071 1.0116 0.0177 1.0004 0.382 31
j100025+021651 cosmos-11-bhm-39-292.0-f140w 1513633383.0 -2.032 1.7521 0.0323 1.00013 0.235 18
j100025+021651 cosmos-12-bhm-40-292.0-f140w 1513633493.0 -1.2461 3.466 0.0359 0.9999 0.588 19
j100025+021651 cosmos-13-bhm-41-298.0-f140w 1513633603.0 -0.4876 3.6219 -0.0105 0.99995 0.199 16
j100025+021651 cosmos-14-bhm-42-292.0-f140w 1513634810.0 1.2056 4.4207 0.0 1.0 0.0 0
j100025+021651 cosmos-15-bhm-43-105.0-f140w 1513633826.0 -3.5776 1.8127 -0.0071 1.00071 0.569 26
j100025+021651 cosmos-16-bhm-44-105.0-f140w 1513633937.0 -1.9916 0.0703 0.0051 1.00019 0.066 13
j100025+021651 cosmos-17-bhm-45-105.0-f140w 1513634049.0 -1.4352 1.2402 0.0191 0.99978 0.239 23
j100025+021651 cosmos-18-bhm-46-258.0-f140w 1513634933.0 0.8333 0.8333 0.0 1.0 nan 0
j100025+021651 cosmos-19-bhm-47-236.0-f140w 1513635054.0 -1.7281 0.2211 0.0123 1.00027 0.448 26
j100025+021651 cosmos-20-bhm-48-105.0-f140w 1513635303.0 -1.9427 0.5586 -0.0065 0.99994 0.253 34
j100025+021651 cosmos-21-bhm-49-292.0-f140w 1513635426.0 -0.0354 -1.1062 0.0219 1.00067 0.292 20
j100025+021651 cosmos-22-bhm-50-236.0-f140w 1513635549.0 -1.4363 -0.2585 0.029 0.99995 0.167 14
j100025+021651 cosmos-23-bhm-51-292.0-f140w 1513635671.0 -1.0666 1.5512 0.0042 1.00019 0.12 15
j100025+021651 cosmos-24-bhm-52-105.0-f140w 1513635788.0 -0.9625 0.6543 0.0049 0.99994 0.404 29
j100025+021651 cosmos-25-bhm-53-112.0-f140w 1513635910.0 -3.2001 2.5264 0.0136 1.00018 0.596 28
j100025+021651 cosmos-26-bhm-54-105.0-f140w 1513636031.0 -0.6022 0.351 -0.0079 0.99992 0.245 32
j100025+021651 cosmos-27-bhm-55-105.0-f140w 1513636158.0 -3.5535 2.6777 0.0041 0.99996 0.279 31
j100025+021651 cosmos-28-bhm-56-105.0-f140w 1513636277.0 -3.8466 2.3867 -0.0129 1.00027 0.195 24
j100025+021651 ibwjc9-bwj-c9-161.0-f125w 1513638514.0 -3.8522 -2.355 0.0061 1.00043 0.086 68
j100025+021651 mikulski-bwj-m1-140.0-f125w 1513638592.0 -4.0075 -2.7157 -0.005 1.00055 0.132 125
j100025+021651 mikulski-bwj-m1-140.0-f160w 1513638388.0 -3.8222 -2.3236 -0.0028 1.00062 0.193 82
j100025+021651 tile41-bwj-c1-132.0-f160w 1513637757.0 -1.4003 0.1812 -0.0142 1.00027 0.105 58
j100025+021651 tile41-bwj-c2-132.0-f160w 1513637893.0 -1.4796 -0.186 -0.0129 1.00033 0.071 64
j100025+021651 tile41-bwj-c3-152.0-f160w 1513638033.0 -0.4562 2.3726 -0.0123 1.0003 0.094 47
j100025+021651 tile41-bwj-c4-152.0-f125w 1513638176.0 -0.4504 1.9578 -0.0139 1.00033 0.079 44
j100025+021651 tile41-bwj-c5-129.0-f125w 1513637238.0 -0.7672 -0.0751 -0.0113 1.00032 0.215 20
j100025+021651 tile41-bwj-c6-129.0-f125w 1513637368.0 -0.7115 -0.2687 -0.0114 1.00026 0.071 46
j100025+021651 tile41-bwj-c7-129.0-f105w 1513637498.0 -0.8226 -0.132 -0.0203 1.00038 0.117 41
j100025+021651 tile41-bwj-c8-129.0-f105w 1513637627.0 -0.8637 -0.083 -0.0233 1.00035 0.125 41
j100025+021651 tile41-bwj-d1-199.0-f125w 1513638559.0 -3.755 -0.9389 -0.0168 1.00024 0.118 190
j100025+021651 tile41-bwj-d1-199.0-f160w 1513638474.0 -3.7292 -0.6666 -0.015 1.00029 0.102 182
j100025+021651 tile41-bwj-d2-256.0-f125w 1513638728.0 0.6199 3.7549 -0.0169 1.00021 0.1 205
j100025+021651 tile41-bwj-d2-256.0-f160w 1513638355.0 0.7008 4.0237 -0.0142 1.00026 0.1 196
j100025+021651 tile41-bwj-d3-274.0-f125w 1513638633.0 1.9309 3.6696 -0.0169 1.00024 0.107 201
j100025+021651 tile41-bwj-d3-274.0-f160w 1513638309.0 1.9612 3.9398 -0.0173 1.00024 0.151 186
j100025+021651 tile41-bwj-d4-282.0-f125w 1513638685.0 1.9087 3.1638 -0.0153 1.00026 0.089 197
j100025+021651 tile41-bwj-d4-282.0-f160w 1513638429.0 2.0068 3.4894 -0.013 1.00028 0.086 209
j141924+525031 aegis-01-bhj-39-000.0-f140w 1513634182.0 -2.6696 2.7391 -0.0079 1.00057 0.132 13
j141924+525031 aegis-01-bhj-69-000.0-f140w 1513634287.0 -0.9776 1.9995 -0.0048 1.00063 0.096 49
j141924+525031 aegis-02-bhj-40-000.0-f140w 1513635543.0 -2.6186 2.7747 0.0085 1.00018 0.107 11
j141924+525031 aegis-03-bhj-41-310.0-f140w 1513636840.0 -1.3252 0.4217 0.0214 1.00048 0.24 16
j141924+525031 aegis-04-bhj-42-060.0-f140w 1513637080.0 -5.4524 2.0926 0.031 1.00019 0.033 9
j141924+525031 aegis-05-bhj-43-060.0-f140w 1513637195.0 -3.8957 -1.1351 0.034 0.9993 0.083 9
j141924+525031 aegis-06-bhj-44-198.0-f140w 1513637318.0 2.2438 -0.7388 0.0079 1.00021 0.197 14
j141924+525031 aegis-07-bhj-45-180.0-f140w 1513637445.0 1.6045 1.32 0.0113 1.00017 0.153 8
j141924+525031 aegis-08-bhj-46-185.0-f140w 1513637563.0 2.3506 3.9167 0.0149 1.00017 0.189 12
j141924+525031 aegis-09-bhj-47-310.0-f140w 1513637679.0 -1.4782 -1.4166 0.0455 1.00046 0.031 6
j141924+525031 aegis-10-bhj-48-185.0-f140w 1513634365.0 0.9203 0.8062 0.0426 1.00089 0.031 8
j141924+525031 aegis-11-bhj-49-000.0-f140w 1513634475.0 -2.8448 -1.5954 -0.0041 1.00103 0.331 12
j141924+525031 aegis-12-bhj-50-310.0-f140w 1513634589.0 0.2604 0.5809 0.0197 1.00031 0.061 11
j141924+525031 aegis-13-bhj-51-245.0-f140w 1513634703.0 2.6848 1.2826 0.0555 1.00047 0.179 11
j141924+525031 aegis-14-bhj-52-310.0-f140w 1513634814.0 -0.1759 -3.913 -0.0485 0.99992 0.258 13
j141924+525031 aegis-15-bhj-53-310.0-f140w 1513634936.0 -2.1915 -0.8902 0.0102 1.00062 0.21 11
j141924+525031 aegis-16-bhj-54-185.0-f140w 1513635054.0 2.7823 0.9621 0.0297 1.00033 0.123 9
j141924+525031 aegis-17-bhj-55-185.0-f140w 1513635179.0 2.2852 4.036 0.0154 0.99973 0.224 7
j141924+525031 aegis-18-bhj-56-245.0-f140w 1513635301.0 1.1786 -2.1039 0.0121 1.0003 0.027 12
j141924+525031 aegis-19-bhj-57-185.0-f140w 1513635423.0 1.3696 3.7493 0.0189 1.00002 0.0 2
j141924+525031 aegis-20-bhj-58-185.0-f140w 1513635657.0 3.4655 1.2419 0.0285 0.99932 0.105 5
j141924+525031 aegis-21-bhj-59-185.0-f140w 1513635742.0 0.569 0.9905 0.0023 1.00079 0.222 10
j141924+525031 aegis-22-bhj-70-146.0-f140w 1513635862.0 0.517 2.6894 0.0048 1.00034 0.277 9
j141924+525031 aegis-23-bhj-61-145.0-f140w 1513635977.0 0.6669 0.2887 0.0243 1.00023 0.223 19
j141924+525031 aegis-24-bhj-62-245.0-f140w 1513636099.0 3.5392 1.9122 0.0444 0.99941 0.132 8
j141924+525031 aegis-25-bhj-63-310.0-f140w 1513636212.0 0.1023 1.5408 0.0791 0.9986 0.091 7
j141924+525031 aegis-26-bhj-64-185.0-f140w 1513636339.0 3.4365 3.1046 0.0171 1.0002 0.151 13
j141924+525031 aegis-27-bhj-65-185.0-f140w 1513636468.0 2.1302 4.2026 -0.0047 1.0002 0.186 15
j141924+525031 aegis-28-bhj-66-310.0-f140w 1513636590.0 0.733 -1.9569 0.0113 1.00014 0.22 14
j141924+525031 aegis-29-bhj-67-160.0-f140w 1513636709.0 2.0735 4.3672 0.0064 0.9998 0.292 16
j141924+525031 aegis-30-bhj-68-185.0-f140w 1513636960.0 2.7303 0.7162 0.0156 1.00016 0.113 9
j141924+525031 egs13004661-bt3-02-343.0-f140w 1513637798.0 -1.2106 -7.6995 0.0236 1.00028 0.046 7
j141924+525031 egs13011148-bt3-06-295.0-f140w 1513637921.0 -1.4077 -6.2997 -0.0114 1.00111 0.106 14
j141924+525031 egs13011439-bt3-04-186.0-f140w 1513638040.0 0.6188 0.4872 0.0311 1.00014 0.311 12
j141924+525031 egs13034445-bt3-05-087.0-f140w 1513633786.0 0.0 0.0 0.0 1.0 -1.0 -1
j141924+525031 egs13034445-bt3-55-081.0-f140w 1513638164.0 0.7981 1.9854 0.043 1.00026 0.112 15
j141924+525031 egs13035123-bt3-01-050.0-f140w 1513638282.0 -0.0523 -0.3103 0.004 1.00064 0.332 9
j141924+525031 egsa-c6h-ra-309.0-f125w 1513639009.0 -3.9264 -3.7488 0.0137 0.99988 0.091 135
j141924+525031 egsa-c6h-ra-309.0-f160w 1513638387.0 -4.0627 -3.6601 0.0113 0.99998 0.061 12
j141924+525031 egsc-c6h-rc-331.0-f125w 1513639072.0 -4.4009 -3.245 0.0096 0.99998 0.134 151
j141924+525031 egsc-c6h-rc-331.0-f160w 1513638792.0 -4.5873 -3.0762 0.0122 1.00004 0.104 144
j141924+525031 egsd-c6h-rd-299.0-f125w 1513638977.0 0.8067 0.4721 0.0041 1.00005 0.114 150
j141924+525031 egsd-c6h-rd-299.0-f160w 1513638759.0 0.7098 0.6441 0.0058 1.00008 0.111 139
j141924+525031 egse-c6h-ca-302.0-f125w 1513638946.0 -5.4728 -4.1873 -0.0107 1.00096 0.1 147
j141924+525031 egse-c6h-ca-302.0-f160w 1513638727.0 -5.0608 -3.5491 -0.0105 1.00096 0.394 14
j141924+525031 egse2-c6h-re-280.0-f160w 1513638684.0 4.5373 -2.076 0.0091 1.00003 0.089 152
j141924+525031 egsf-c6h-rf-260.0-f160w 1513638633.0 1.4114 0.3833 0.0075 1.00003 0.101 84
j141924+525031 obama-acs-bfu-oa-320.0-f125w 1513638878.0 -1.2717 -5.0085 0.003 0.99991 0.096 138
j141924+525031 obama-acs-bfu-oa-320.0-f160w 1513638592.0 -1.3662 -4.8403 0.0056 0.99993 0.112 85
j141924+525031 obama-wfc3-bfu-ow-319.0-f125w 1513639041.0 -2.0486 0.6 0.044 1.00028 0.1 182
j141924+525031 obama-wfc3-bfu-ow-319.0-f160w 1513638508.0 -2.0441 0.877 0.0458 1.00033 0.111 156
j141924+525031 obama2-bfu-oc-307.0-f125w 1513638913.0 0.8738 -0.2769 0.0471 1.00028 0.108 163
j141924+525031 obama2-bfu-oc-307.0-f160w 1513638477.0 0.9253 0.0236 0.0419 1.00033 0.125 99
j141924+525031 obama2-bfu-od-295.0-f125w 1513638835.0 1.0761 -0.1018 0.0439 1.00037 0.098 166
j141924+525031 obama2-bfu-oe-295.0-f160w 1513638550.0 1.1659 0.1807 0.042 1.00035 0.083 176
j182830+265034 wise1828+26-bl4-02-035.0-f140w 1512769518.0 -1.6262 3.1397 0.0172 1.00019 0.075 42
j182830+265034 wise1828+2650-c2j-0i-324.0-f125w 1512770498.0 0.5567 0.5433 0.0149 1.00025 0.042 134
j182830+265034 wise1828+2650-c2j-66-033.0-f125w 1512770352.0 1.0577 0.8146 0.0133 1.00024 0.064 128
j182830+265034 wise1828+2650-c2j-90-010.0-f105w 1512769641.0 1.0347 1.3423 0.0084 1.00013 0.061 113
j182830+265034 wise1828+2650-c2j-91-033.0-f105w 1512769924.0 0.8456 1.083 0.0064 1.0002 0.053 115
j182830+265034 wise1828+2650-c2j-92-058.0-f105w 1512770065.0 1.0624 2.935 0.0053 1.00017 0.068 110
j182830+265034 wise1828+2650-c2j-93-324.0-f105w 1512770213.0 0.8256 0.9733 0.0046 1.00019 0.075 105
j182830+265034 wise1828+2650-c2j-94-010.0-f105w 1512769788.0 0.9744 1.2291 0.0074 1.00018 0.033 125
j213603-531138 idnc-055.0-f110w 1524164008.0 -0.0797 0.2137 0.0454 1.00055 0.052 33
j213603-531138 idnc-060.0-f110w 1524163894.0 -0.0207 0.3305 0.0426 1.00054 0.046 46
j213603-531138 idnc-060.0-f160w 1524163800.0 0.1657 0.6942 0.0402 1.00056 0.298 10
j230712+211124 par-j230708+211017-bl9-6t-251.0-f160w 1512746686.0 -1.7998 14.2077 0.0307 1.00008 0.181 9
j230712+211124 par-j230711+211126-bl9-6u-266.0-f160w 1512746753.0 0.9417 13.8202 0.0168 1.00023 0.129 13
j230712+211124 par-j230716+211220-bl9-6v-281.0-f160w 1512746816.0 3.6697 12.9098 0.0068 1.0001 0.114 20
j234028+294745 sdssj2340+2947-cwx-01-298.0-f814w 1512583832.0 83.5708 20.4274 -0.008 1.00013 0.913 26
j234028+294745 sdssj2340+2947-cwx-06-043.0-f140w 1512583627.0 1.8445 -1.2727 0.007 1.00023 0.126 171
j234028+294745 sdssj2340+2947-cwx-07-327.0-f140w 1512583462.0 1.7229 -0.5999 0.0061 1.00033 0.105 77
j234028+294745 sdssj2340+2947-cwx-08-043.0-f105w 1512583218.0 2.0754 -1.2306 -0.0039 1.00017 0.395 23
j234028+294745 sdssj2340+2947-cwx-09-327.0-f105w 1512583335.0 1.9541 -0.3717 -0.0033 1.00028 0.097 52
j002322+154232 id1kg1-d1k-g1-243.0-f110w 1513963948.0 1.7946 0.629 0.0329 1.00021 0.317 18
j002322+154232 id1kg3-d1k-g3-243.0-f160w 1513964037.0 1.4933 0.6762 0.0266 1.0002 0.119 38
j010311+131615 q0100+13-br9-01-286.0-f140w 1514320544.0 -1.7091 -1.485 0.0009 0.99994 0.1 31
j010500+021015 ic3t-095.0-f160w 1520363307.0 -4.7966 0.3117 -0.0003 0.9999 0.332 183
j012017+213343 pg0117+213-d7h-01-245.0-f140w 1514349773.0 1.5092 -1.8907 0.0498 1.00038 0.229 17
j012017+213343 pg0117+213-d7h-01-245.0-f160w 1514350285.0 1.0754 -2.0416 0.0491 1.00049 0.146 218
j012017+213343 pg0117+213-d7h-02-275.0-f140w 1514349874.0 1.0545 1.9214 0.0492 1.00035 0.087 44
j012017+213343 pg0117+213-d7h-02-275.0-f160w 1514350249.0 0.6357 1.7307 0.0435 1.00044 0.149 211
j012017+213343 pg0117+213-d7h-03-305.0-f140w 1514349976.0 2.1071 -1.3998 0.0454 1.00037 0.13 42
j012017+213343 pg0117+213-d7h-03-305.0-f160w 1514350214.0 1.766 -1.5895 0.0409 1.00049 0.151 217
j012017+213343 pg0117+213-d7h-04-335.0-f140w 1514350084.0 0.6704 -1.4433 0.0413 1.0003 0.109 49
j012017+213343 pg0117+213-d7h-04-335.0-f160w 1514350179.0 0.3801 -1.5706 0.0385 1.00031 0.139 201
j012245-283809 ibl9-064.0-f160w 1520365723.0 1.1291 0.6119 0.0575 0.99908 0.979 7
j013810+201651 wise0138+2016-c6f-01-255.0-f125w 1515659531.0 -18.6655 -17.1484 0.5259 1.02084 0.596 19
j013810+201651 wise0138+2016-c6f-02-280.0-f105w 1515659305.0 0.0 0.0 0.0 1.0 0.0 0
j013810+201651 wise0138+2016-c6f-03-280.0-f125w 1515659415.0 0.1452 0.1941 0.0028 1.00003 0.088 40
j014516-094518 q0142-10-br9-03-094.0-f140w 1514381824.0 -2.7859 -1.7697 0.0293 1.00022 0.536 18
j014516-094518 q0142-10-br9-18-114.0-f140w 1514381894.0 -3.3486 -1.4956 0.0301 1.00018 0.052 37
j015933-002204 01593371-0022046-bk9-05-068.0-f140w 1520285558.0 0.5508 4.5525 0.0016 0.99992 0.154 7
j020951-000458 q0207-003-br9-04-219.0-f140w 1514388789.0 -0.4168 -0.9673 0.0117 1.00011 0.153 15
j020951-000458 q0207-003-br9-19-252.0-f140w 1514388856.0 -3.013 -2.0542 0.0106 1.00016 0.09 39
j021523-034330 sparcs-0215-east-ckt-05-092.0-f140w 1514394790.0 -0.7622 -1.548 -0.0126 0.99979 0.382 14
j021523-034330 sparcs-0215-west-ckt-15-092.0-f140w 1514394911.0 -0.9333 -2.2246 0.0361 0.99987 0.139 13
j021725-051243 marshall-b-bfu-w8-251.0-f160w 1518821953.0 -1.6439 1.9509 0.0143 1.00017 0.102 141
j021725-051243 marshall-b-bfu-w9-250.0-f160w 1518822187.0 -1.8364 2.1305 0.014 1.00019 0.089 140
j021725-051243 marshall-b-bfu-wa-259.0-f160w 1518821884.0 -1.4376 2.3623 0.0147 1.0001 0.11 73
j021725-051243 marshall-b-bfu-wb-259.0-f125w 1518822553.0 -1.3539 2.1819 0.0128 1.00009 0.082 128
j021725-051243 marshall-b-bfu-wc-235.0-f160w 1518822256.0 -0.3126 1.0196 0.0185 1.00018 0.087 131
j021725-051243 marshall-b-bfu-wd-235.0-f125w 1518822398.0 -0.0688 0.8138 0.0148 1.00016 0.112 129
j021725-051243 marshall-bfu-w1-225.0-f160w 1518817359.0 -1.8552 2.368 0.0144 1.00062 0.038 6
j021725-051243 marshall-bfu-w2-245.0-f160w 1518817666.0 -1.8302 2.2162 0.014 1.00065 0.068 23
j021725-051243 marshall-bfu-w3-225.0-f125w 1518817460.0 -2.2285 1.6469 0.0108 1.00063 0.038 17
j021725-051243 marshall-bfu-w4-245.0-f125w 1518817776.0 -2.0007 1.7571 0.0102 1.00051 0.053 23
j021725-051243 marshall-bfu-w5-225.0-f160w 1518817560.0 -2.4724 1.7533 0.0136 1.00066 0.078 28
j021725-051243 marshall-bfu-w6-245.0-f125w 1518817878.0 -2.0304 1.6695 0.009 1.00058 0.075 23
j021725-051243 marshall-c-bfu-w8-251.0-f125w 1518822692.0 -2.8273 0.5615 0.0047 1.0007 0.087 135
j021725-051243 marshall-c-bfu-w9-250.0-f125w 1518822326.0 -2.6701 1.1867 0.0062 1.0007 0.112 120
j021725-051243 marshall-c-bfu-wa-259.0-f160w 1518821816.0 -2.2153 1.8789 0.0059 1.00073 0.102 116
j021725-051243 marshall-c-bfu-wb-259.0-f125w 1518822623.0 -2.4801 1.4205 0.0053 1.00074 0.094 121
j021725-051243 marshall-c-bfu-wc-235.0-f160w 1518822066.0 -0.8626 0.1913 0.0111 1.00072 0.07 117
j021725-051243 marshall-c-bfu-wd-235.0-f125w 1518822763.0 -0.9853 -0.2551 0.0071 1.00073 0.072 119
j021725-051243 marshall-d-bfu-w8-251.0-f125w 1518822455.0 -1.7499 1.6284 0.0113 1.00025 0.122 135
j021725-051243 marshall-d-bfu-w8-251.0-f160w 1518822010.0 -1.522 2.0417 0.0139 1.00025 0.114 117
j021725-051243 marshall-d-bfu-w9-250.0-f125w 1518822499.0 -2.0337 1.7993 0.0114 1.00031 0.12 133
j021725-051243 marshall-d-bfu-w9-250.0-f160w 1518822130.0 -1.9528 2.1142 0.0133 1.00027 0.096 158
j021725-051243 uds-01-bhm-01-225.0-f140w 1518817999.0 0.0 0.0 0.0 1.0 0.0 0
j021725-051243 uds-02-bhm-02-225.0-f140w 1518819120.0 0.9692 1.832 -0.0104 1.00041 0.089 9
j021725-051243 uds-03-bhm-03-225.0-f140w 1518820700.0 -0.6723 -1.7853 0.0169 1.00019 0.218 13
j021725-051243 uds-04-bhm-04-225.0-f140w 1518820860.0 -2.2336 -1.018 0.0002 1.0 0.113 13
j021725-051243 uds-05-bhm-05-070.0-f140w 1518821019.0 -0.7271 1.06 0.0352 1.00051 0.044 8
j021725-051243 uds-06-bhm-06-070.0-f140w 1518821176.0 -1.9882 0.4123 0.0313 1.00009 0.173 10
j021725-051243 uds-07-bhm-07-255.0-f140w 1518821335.0 1.7727 0.1361 -0.0229 0.99975 0.006 4
j021725-051243 uds-08-bhm-08-260.0-f140w 1518821500.0 -0.9464 -2.9128 0.0069 0.9999 0.377 7
j021725-051243 uds-09-bhm-09-260.0-f140w 1518821664.0 -3.0154 -3.7283 0.016 1.0003 0.083 7
j021725-051243 uds-10-bhm-10-260.0-f140w 1518818112.0 1.431 1.1875 -0.015 0.99975 0.399 10
j021725-051243 uds-11-bhm-11-225.0-f140w 1518818224.0 0.5075 1.7307 0.0051 1.00049 0.262 14
j021725-051243 uds-12-bhm-12-225.0-f140w 1518818338.0 0.1593 1.5966 0.0123 1.00027 0.048 13
j021725-051243 uds-13-bhm-13-070.0-f140w 1518818448.0 -2.0668 0.7486 0.0263 1.0 0.167 12
j021725-051243 uds-14-bhm-14-225.0-f140w 1518818560.0 0.7119 2.0605 0.0293 1.0001 0.276 17
j021725-051243 uds-15-bhm-15-260.0-f140w 1518818673.0 2.1651 -0.4724 0.0396 0.99985 0.37 12
j021725-051243 uds-16-bhm-16-260.0-f140w 1518818785.0 -2.8552 -3.5413 0.0222 1.00009 0.535 10
j021725-051243 uds-17-bhm-17-225.0-f140w 1518818897.0 1.7498 0.3591 0.0057 1.00033 0.257 18
j021725-051243 uds-19-bhm-19-070.0-f140w 1518819009.0 0.0 0.0 0.0 1.0 0.0 0
j021725-051243 uds-20-bhm-20-260.0-f140w 1518819269.0 2.2844 0.9481 0.019 0.99923 0.141 13
j021725-051243 uds-21-bhm-21-260.0-f140w 1518819435.0 2.4724 -0.6468 0.0665 0.9999 0.121 14
j021725-051243 uds-22-bhm-22-260.0-f140w 1518819594.0 -0.0014 -1.2462 0.0176 1.00066 0.231 13
j021725-051243 uds-23-bhm-23-070.0-f140w 1518819749.0 -3.1251 1.4176 0.0082 0.99922 0.03 7
j021725-051243 uds-24-bhm-24-225.0-f140w 1518819908.0 0.1606 0.5266 0.022 1.00015 0.122 9
j021725-051243 uds-25-bhm-25-070.0-f140w 1518820065.0 -0.765 1.6164 0.0103 1.00032 0.221 13
j021725-051243 uds-26-bhm-26-070.0-f140w 1518820228.0 -3.2018 0.2681 0.0442 1.00018 0.216 14
j021725-051243 uds-27-bhm-27-070.0-f140w 1518820385.0 -3.2374 -0.7713 0.003 1.00014 0.393 7
j021725-051243 uds-28-bhm-28-225.0-f140w 1518820544.0 1.7284 2.061 -0.0146 0.99982 0.122 11
j021744-034532 xlssuj0217-0345-diz-01-246.0-f105w 1520288986.0 -2.3187 -0.3423 0.0286 0.99969 0.109 119
j021744-034532 xlssuj0217-0345-diz-02-183.0-f140w 1520288059.0 0.8249 -6.6627 0.0307 0.99986 0.186 11
j021744-034532 xlssuj0217-0345-diz-03-183.0-f140w 1520288149.0 0.9872 -6.633 0.033 0.99986 0.077 42
j021744-034532 xlssuj0217-0345-diz-04-183.0-f140w 1520288239.0 0.9536 -6.4955 0.0362 0.99984 0.062 40
j021744-034532 xlssuj0217-0345-diz-05-218.0-f140w 1520288329.0 -1.4918 -2.1535 0.0339 0.9998 0.059 33
j021744-034532 xlssuj0217-0345-diz-06-218.0-f140w 1520288421.0 -1.4226 -1.9682 0.0343 0.99975 0.085 43
j021744-034532 xlssuj0217-0345-diz-07-218.0-f140w 1520288516.0 -1.2696 -1.7975 0.0341 0.99977 0.046 39
j021744-034532 xlssuj0217-0345-diz-08-239.0-f140w 1520288611.0 -2.1824 -0.9648 0.0314 0.99976 0.09 35
j021744-034532 xlssuj0217-0345-diz-09-239.0-f140w 1520288706.0 -1.7067 -0.6041 0.0298 0.99971 0.093 44
j021744-034532 xlssuj0217-0345-diz-10-239.0-f140w 1520288800.0 -1.7323 -0.6324 0.032 0.99971 0.061 41
j021744-034532 xlssuj0217-0345-diz-11-268.0-f140w 1520288887.0 0.8296 -1.6334 0.0313 0.99986 0.167 176
j021744-034532 xlssuj0217-0345-diz-12-268.0-f140w 1520288947.0 0.822 -1.3637 0.0274 0.99983 0.158 193
j021744-034532 xlssuj0217-0345-diz-13-268.0-f140w 1520288918.0 1.2917 -1.6142 0.0329 0.99983 0.132 187
j022203-041210 irc0222a-c14-03-258.0-f105w 1515672402.0 -1.4173 2.3196 -0.0115 1.00064 0.121 122
j022203-041210 irc0222a-c14-04-258.0-f125w 1515672320.0 -1.641 1.9448 -0.0033 1.00072 0.129 181
j022203-041210 irc0222a-c14-04-258.0-f160w 1515672235.0 -1.3903 2.4368 -0.0029 1.00072 0.163 173
j022203-041210 irc0222a-c14-09-266.0-f105w 1515671997.0 -0.4876 2.6684 -0.0041 1.00061 0.082 18
j022203-041210 irc0222a-c14-13-256.0-f105w 1515671756.0 -0.338 3.2262 -0.0153 1.00063 0.067 7
j022217-042146 irc0222b-c14-05-244.0-f140w 1515699756.0 -0.8925 0.4822 0.0278 1.00011 0.151 14
j022217-042146 irc0222b-c14-10-254.0-f140w 1515699940.0 -0.473 0.9692 0.0239 1.00015 0.089 65
j022217-042146 irc0222b-c14-11-244.0-f105w 1515700308.0 -0.9768 0.2167 0.0197 1.00016 0.119 181
j022217-042146 irc0222b-c14-12-244.0-f125w 1515700220.0 -0.207 0.3511 0.0184 1.00018 0.097 230
j022217-042146 irc0222b-c14-12-244.0-f160w 1515700126.0 -0.2477 0.5856 0.0161 1.0002 0.141 263
j022428-032331 j022426-032330-cca-03-190.0-f160w 1514244771.0 2.1505 -0.5827 0.0191 1.00012 0.225 18
j022428-032331 j022426-032330-cca-04-235.0-f160w 1514244881.0 -1.0728 -1.7268 0.0233 1.00015 0.074 58
j022428-032331 sparcsj0224-cn1-0j-086.0-f105w 1514245646.0 -0.249 -0.938 0.0154 1.00006 0.123 181
j022428-032331 sparcsj0224-cn1-0j-086.0-f160w 1514245066.0 -0.3093 -0.8343 0.0218 1.00013 0.112 248
j022428-032331 sparcsj0224-cn1-0k-086.0-f140w 1514245229.0 -0.2892 -0.9401 0.0225 1.00011 0.115 225
j022428-032331 sparcsj0224-cn1-0k-086.0-f160w 1514245025.0 -0.2115 -0.8142 0.0207 1.00012 0.139 218
j022428-032331 sparcsj0224-cn1-68-057.0-f105w 1514245527.0 -0.3776 0.2732 0.0131 1.00004 0.196 180
j022428-032331 sparcsj0224-cn1-68-057.0-f140w 1514245361.0 -0.4656 0.2126 0.0237 1.00004 0.111 206
j022428-032331 sparcsj0224-cn1-69-068.0-f105w 1514245567.0 -0.6352 -0.7265 0.0075 1.00005 0.142 177
j022428-032331 sparcsj0224-cn1-69-068.0-f140w 1514245316.0 -0.7019 -0.6992 0.021 1.00009 0.121 205
j022428-032331 sparcsj0224-cn1-70-080.0-f105w 1514245487.0 -0.5389 -0.6015 0.0068 1.00005 0.159 178
j022428-032331 sparcsj0224-cn1-70-080.0-f140w 1514245272.0 -0.6216 -0.6182 0.0162 1.00012 0.101 207
j022428-032331 sparcsj0224-cn1-71-101.0-f105w 1514245687.0 -0.8207 -2.5938 0.0082 1.0 0.127 179
j022428-032331 sparcsj0224-cn1-71-101.0-f140w 1514245188.0 -0.9018 -2.6686 0.0177 1.00003 0.113 199
