proposal_id,pi,count,prog_code
11923,"MacKenty, John W.",1,bch
11924,"Kozhurina-Platais, Vera",9,bc6
11925,"Deustua, Susana E.",6,bc5
11926,"Deustua, Susana E.",9,bcf
11928,"Kozhurina-Platais, Vera",135,bcj
11931,"Hilbert, Bryan",24,bbw
11933,"Riess, Adam",87,baq
11936,"Bushouse, Howard A.",48,bbt
11937,"Bushouse, Howard A.",25,bbu
12001,"Green, James Carswell",8,8r8
12005,"Chen, Hsiao-Wen",3,bd8
12006,"Pirzkal, Norbert",8,bda
12007,"Illingworth, Garth D.",2,bdb
12008,"Kong, Albert",6,bdj
12009,"von der Linden, Anja",3,bdx
12012,"Sivakoff, Gregory R.",2,bdr
12014,"Garcia, Michael R.",2,bdl
12015,"Gezari, Suvi",2,bds
12016,"Grady, Carol A.",1,bdf
12017,"Hughes, John P.",2,bdq
12018,"Prestwich, Andrea H.",62,bdp
12019,"Tremonti, Christy A.",12,bdm
12020,"Clarkson, Will I.",10,bdk
12021,"Kaaret, Philip",24,bde
12024,"Green, James Carswell",13,bg7
12025,"Green, James Carswell",59,bg8
12028,"Green, James Carswell",3,bgc
12033,"Green, James Carswell",11,bgg
12036,"Green, James Carswell",18,bgj
12044,"Eisenhardt, Peter",5,bdu
12051,"Perlmutter, Saul",16,be0
12055,"Dalcanton, Julianne",118,bex
12056,"Dalcanton, Julianne",117,bf0
12057,"Dalcanton, Julianne",117,bf1
12058,"Dalcanton, Julianne",120,bf3
12059,"Dalcanton, Julianne",118,bf4
12060,"Faber, Sandra M.",110,bet
12061,"Faber, Sandra M.",460,beu
12062,"Faber, Sandra M.",398,bev
12063,"Faber, Sandra M.",346,beo
12064,"Faber, Sandra M.",379,bew
12065,"Postman, Marc",93,bey
12066,"Postman, Marc",89,bez
12067,"Postman, Marc",69,bf2
12068,"Postman, Marc",81,bf5
12069,"Postman, Marc",87,bf6
12070,"Dalcanton, Julianne",130,bf7
12071,"Dalcanton, Julianne",117,bf8
12072,"Dalcanton, Julianne",117,bf9
12073,"Dalcanton, Julianne",122,bfa
12074,"Dalcanton, Julianne",117,bfb
12075,"Dalcanton, Julianne",117,bfd
12076,"Dalcanton, Julianne",117,bfe
12099,"Riess, Adam",199,bfu
12100,"Postman, Marc",73,bfc
12101,"Postman, Marc",75,bff
12102,"Postman, Marc",77,bfk
12103,"Postman, Marc",70,bfl
12104,"Postman, Marc",57,bfm
12105,"Dalcanton, Julianne",118,bfg
12106,"Dalcanton, Julianne",128,bfh
12107,"Dalcanton, Julianne",117,bfi
12108,"Dalcanton, Julianne",117,bfj
12109,"Dalcanton, Julianne",125,bfn
12110,"Dalcanton, Julianne",118,bfo
12111,"Dalcanton, Julianne",126,bfp
12112,"Dalcanton, Julianne",118,bfq
12113,"Dalcanton, Julianne",120,bfr
12114,"Dalcanton, Julianne",117,bfs
12115,"Dalcanton, Julianne",97,bft
12116,"Dalcanton, Julianne",9,bxg
12117,"Drake, Andrew",3,bfw
12118,"Kasliwal, Mansi",3,bfx
12163,"Barth, Aaron J.",66,biq
12166,"Ebeling, Harald",110,bkz
12167,"Franx, Marijn",13,bhg
12170,"Gal-Yam, Avishay",3,bhq
12174,"Li, Zhiyuan",4,bir
12177,"van Dokkum, Pieter",276,bhj
12180,"Cannon, John Michael",20,bin
12181,"Deming, Drake",10,bh7
12182,"Do, Tuan",38,bij
12183,"Durant, Martin",2,bh1
12184,"Fan, Xiaohui",30,bje
12185,"Greene, Jenny Emma",45,big
12190,"Koekemoer, Anton M.",48,bl0
12193,"Lee, Jae-Woo",21,bkh
12194,"Negrello, Mattia",15,bjj
12195,"Oguri, Masamune",5,bgz
12196,"Radburn-Smith, David J.",32,bkl
12197,"Richard, Johan Pierre",4,bio
12201,"Siana, Brian",17,bja
12202,"Sivakoff, Gregory R.",16,bhc
12203,"Stanford, Spencer Adam",40,bkn
12205,"Ueta, Toshiya",2,bi9
12206,"Westmoquette, Mark S.",11,bjf
12208,"Bochanski, John J.",3,bjr
12209,"Bolton, Adam S.",45,biv
12210,"Bolton, Adam S.",121,bjh
12212,"Crenshaw, D. Michael",6,bgu
12213,"de Jong, Roelof S.",52,bit
12215,"Evans, Nancy Remage",1,bg4
12217,"Lucas, Philip",12,bk9
12219,"Milone, Antonino Paolo",6,bjt
12220,"Mittal, Rupal",2,bhv
12224,"Reddy, Naveen A.",24,bi2
12225,"Reiners, Ansgar",5,bj6
12226,"Rich, R. Michael",12,bis
12229,"Smith, Linda J.",11,bgt
12232,"Bennett, David P.",6,bgx
12233,"Courbin, Frederic",10,bhn
12238,"Harris, William Edgar",40,bhr
12240,"Kargaltsev, Oleg Y.",1,bj9
12241,"Kirshner, Robert P.",18,bkf
12246,"Stubbs, Christopher W.",35,bke
12247,"Tanvir, Nial Rahil",4,bkd
12251,"Berta-Thompson, Zach K.",12,bip
12253,"Clowe, Douglas",32,bh9
12254,"Cool, Adrienne",24,bhf
12256,"Farrell, Sean A.",4,bix
12257,"Girardi, Leo",66,bhy
12261,"Marshall, Herman L.",3,bjx
12262,"Maund, Justyn Robert",11,bhh
12265,"Ouchi, Masami",32,bhi
12266,"Quider, Anna M.",6,bhw
12267,"Rigby, Jane R.",6,bhe
12269,"Scarlata, Claudia",50,bk3
12270,"Sohn, Sangmo Tony",9,bjm
12272,"Tremonti, Christy A.",17,bi7
12273,"van der Marel, Roeland P.",27,bjl
12274,"van der Marel, Roeland P.",1,bj7
12282,"Leonard, Douglas C.",2,bks
12283,"Malkan, Matthew A.",740,bl9
12284,"Muzerolle, James",7,bkt
12285,"Soria, Roberto",5,bku
12286,"Yan, Haojing",764,bl7
12292,"Treu, Tommaso L.",40,bgq
12295,"Bond, Howard E.",3,bfz
12296,"Bond, Howard E.",2,bk7
12297,"Bond, Howard E.",1,bka
12298,"Ellis, Richard S.",9,bnd
12300,"Fesen, Robert A.",10,bid
12301,"Gallagher, Sarah",3,bhp
12304,"Holtzman, Jon A.",45,bgr
12306,"Levan, Andrew James",1,bjo
12307,"Levan, Andrew James",43,bjv
12309,"ODell, Charles Robert",3,bh6
12310,"Oestlin, Goeran",45,bjc
12311,"Piotto, Giampaolo",53,bj2
12313,"Ebeling, Harald",3,bgy
12314,"Apai, Daniel",26,bkp
12317,"Liu, Michael C.",8,bg3
12318,"Ghez, Andrea M.",3,bia
12319,"Piatek, Slawomir Stanislaw",4,bl5
12322,"Sahu, Kailash C.",18,bnc
12323,"Bersier, David",13,bif
12324,"Kochanek, Chris S.",25,bgw
12326,"Noll, Keith S.",25,bkx
12328,"van Dokkum, Pieter",224,bhm
12329,"Jiang, Linhua",10,bl1
12330,"Kirkpatrick, J. Davy",24,bl4
12331,"Kochanek, Chris S.",8,bky
12332,"Windhorst, Rogier A.",24,bnb
12333,"Baggett, Sylvia M.",25,bll
12334,"Kalirai, Jason",17,bnx
12336,"MacKenty, John W.",11,btw
12339,"Sabbi, Elena",39,bla
12340,"Dahlen, Tomas",71,blq
12351,"Long, Knox S.",4,bmf
12352,"Hilbert, Bryan",6,bmg
12353,"Kozhurina-Platais, Vera",38,bm5
12355,"Pirzkal, Norbert",16,bmp
12356,"Pirzkal, Norbert",66,bmq
12357,"Bushouse, Howard A.",28,blf
12360,"Perlmutter, Saul",22,bo1
12362,"Ebeling, Harald",3,blp
12363,"Shen, Yue",8,bln
12365,"Wang, Junfeng",9,bly
12367,"Garcia, Michael R.",2,bm1
12368,"Morris, R. Glenn",8,bm0
12369,"Fabbiano, Giuseppina",15,blr
12370,"Fruchter, Andrew S.",3,bmb
12371,"Rigby, Jane R.",2,bma
12372,"Sun, Ming",5,blw
12373,"Sun, Ming",2,blx
12375,"Feng, Hua",3,blm
12377,"Dawson, William Anthony",12,blz
12378,"Levan, Andrew James",8,bph
12379,"Noeske, Kai G.",49,bnh
12381,"Caraveo, Patrizia A.",1,blu
12385,"Chiaberge, Marco",9,bn5
12389,"Grogin, Norman",7,bms
12392,"Bohlin, Ralph C.",1,bnf
12434,"Lobanov, Andrei",1,bo3
12438,"Tanvir, Nial Rahil",2,bo6
12440,"Faber, Sandra M.",436,boa
12442,"Faber, Sandra M.",80,boh
12443,"Faber, Sandra M.",422,boe
12444,"Faber, Sandra M.",377,boi
12445,"Faber, Sandra M.",394,btm
12447,"Fruchter, Andrew S.",4,bof
12448,"Crotts, Arlin P. S.",14,boj
12450,"Kochanek, Chris S.",18,bok
12451,"Postman, Marc",87,bta
12452,"Postman, Marc",91,bt9
12453,"Postman, Marc",87,bt7
12454,"Postman, Marc",87,bt5
12455,"Postman, Marc",88,bsy
12456,"Postman, Marc",88,bt2
12457,"Postman, Marc",93,bsv
12458,"Postman, Marc",88,bsu
12459,"Postman, Marc",87,bst
12460,"Postman, Marc",74,bs5
12461,"Riess, Adam",179,bwj
12469,"Ruiz-Lapuente, Pilar",1,boy
12470,"Tran, Kim-Vy",29,brg
12471,"Erb, Dawn K.",60,br9
12473,"Sing, David K.",2,bri
12476,"Cook, Kem",76,brv
12477,"High, Fredrick W.",35,bqz
12479,"Hu, Esther M.",48,brl
12480,"Carilli, Chris",1,bpm
12481,"Bridge, Carrie",8,brk
12482,"Desert, Jean-Michel",22,brw
12487,"Fan, Xiaohui",2,bs2
12488,"Negrello, Mattia",149,bs4
12490,"Koda, Jin",10,bsa
12492,"Mathieu, Robert D.",2,bpg
12493,"McGreer, Ian",4,bsc
12496,"Wang, Ran",4,bsd
12497,"Hong, Sungryong",4,bse
12498,"Ellis, Richard S.",128,bp3
12499,"Lennon, Daniel J.",31,bsf
12500,"Kaviraj, Sugata",25,bpl
12502,"Fruchter, Andrew S.",14,bsh
12503,"Gnedin, Oleg Y.",8,bsi
12504,"Liu, Michael C.",25,bsj
12506,"Kraus, Adam L.",18,bsl
12507,"Kraus, Adam L.",48,bsm
12513,"Blair, William P.",40,bqc
12514,"Stapelfeldt, Karl",40,bpj
12515,"Mackey, Dougal",52,bpk
12516,"Ferraro, Francesco R.",19,bqp
12517,"Ferraro, Francesco R.",47,bqs
12518,"Parker, Quentin",4,bp7
12519,"Sahai, Raghvendra",26,btc
12521,"Liu, Xin",81,bq5
12523,"Conroy, Charlie",2,btj
12524,"Quimby, Robert M.",4,br5
12525,"Keel, William Clifford",14,bqv
12526,"Alatalo, Katherine Anne",7,br7
12527,"Siana, Brian",27,bru
12529,"Soderberg, Alicia M.",10,brs
12531,"Filippenko, Alex V.",11,bq9
12532,"Harris, William Edgar",20,bqg
12533,"Martin, Crystal Linn",4,brm
12534,"Teplitz, Harry",91,box
12541,"Bennett, David P.",14,bqt
12543,"Rubin, Robert H.",1,brd
12544,"Cushing, Michael C.",8,bql
12546,"Tully, R. Brent",88,bt1
12547,"Cooper, Michael",74,bt3
12549,"Brown, Thomas M.",160,bpb
12550,"Apai, Daniel",22,bt6
12552,"Kewley, Lisa",4,bsx
12553,"Fynbo, Johan P. U.",8,bpp
12555,"Prochaska, Jason X.",20,bsz
12557,"Gultekin, Kayhan",10,bqk
12558,"Tanvir, Nial Rahil",26,bss
12559,"Maund, Justyn Robert",6,bq7
12563,"Dupuy, Trent J.",26,bt0
12564,"van der Marel, Roeland P.",28,bsr
12568,"Malkan, Matthew A.",404,btt
12572,"Trenti, Michele",298,bug
12574,"Leonard, Douglas C.",2,bs8
12575,"Gonzalez, Anthony Hernan",28,bs9
12576,"Kalas, Paul George",10,bsq
12577,"Rest, Armin",13,bqo
12578,"Forster Schreiber, N. M.",55,bra
12580,"Renzini, Alvio",20,bqf
12581,"Roman-Duval, Julia Christine",46,bp5
12582,"Goobar, Ariel",40,bxb
12585,"Petty, Sara Michelle",12,bqy
12586,"Sahu, Kailash C.",248,bts
12587,"Garcia, Miriam",21,bq4
12588,"Sahu, Kailash C.",8,brf
12590,"Papovich, Casey",16,brh
12591,"Gallo, Elena",34,bq1
12599,"Bond, Howard E.",1,bqa
12602,"Dieball, Andrea",14,bqj
12603,"Heckman, Timothy M.",120,bs3
12605,"Piotto, Giampaolo",71,bpd
12606,"Barstow, Martin",5,bt8
12608,"Prescott, Moire",22,brb
12609,"Fesen, Robert A.",4,br8
12611,"Seth, Anil C.",4,bqi
12613,"Jahnke, Knud",19,bqw
12616,"Jiang, Linhua",24,bpu
12658,"Cannon, John Michael",22,bsn
12659,"Vieira, Joaquin",36,br2
12661,"Liu, Michael C.",9,bso
12662,"Gnedin, Oleg Y.",15,bsp
12663,"Do, Tuan",15,bpe
12666,"Brown, Thomas M.",3,bom
12667,"Ghez, Andrea M.",3,btb
12668,"Piatek, Slawomir Stanislaw",16,bq8
12669,"Bedin, Luigi R.",8,bop
12670,"Sahu, Kailash C.",14,btk
12672,"Levan, Andrew James",1,bq3
12673,"Bond, Howard E.",2,bti
12674,"Fesen, Robert A.",10,bqh
12675,"Noll, Keith S.",3,bol
12679,"Riess, Adam",17,btq
12680,"Dalcanton, Julianne",3,bp6
12683,"Winkler, P. Frank",4,btf
12685,"Hines, Dean C.",22,bwl
12686,"Cenko, Stephen Bradley",4,btu
12692,"Noeske, Kai G.",20,bwb
12693,"Noeske, Kai G.",4,bwf
12694,"Long, Knox S.",17,bvd
12696,"Hilbert, Bryan",6,bvl
12698,"Baggett, Sylvia M.",20,buc
12699,"Deustua, Susana E.",59,bwi
12700,"Riess, Adam",4,bvc
12701,"Dressel, Linda L.",16,bty
12702,"Lee, Janice",48,bwq
12703,"Pirzkal, Norbert",49,bwt
12706,"Mack, Jennifer",4,bvk
12713,"McCullough, Peter",30,bvt
12714,"Kozhurina-Platais, Vera",3,bvj
12726,"Rigby, Jane R.",4,bwg
12730,"Chiaberge, Marco",6,bw8
12734,"Grogin, Norman",22,bva
12737,"Bohlin, Ralph C.",2,bvp
12746,"Kong, Albert",4,bw7
12747,"Grise, Fabien",22,bvz
12748,"Weisskopf, Martin C.",6,bvo
12749,"Fruchter, Andrew S.",3,bwc
12751,"Heinke, Craig",3,bv4
12753,"Garcia, Michael R.",2,bv9
12754,"Comerford, Julia",30,bwe
12755,"Hughes, John P.",6,bwd
12756,"Sun, Ming",6,bub
12757,"Mazzotta, Pasquale",4,bvs
12759,"Irwin, Jimmy A.",12,bvb
12760,"Lehmer, Bret",6,bvu
12761,"Karovska, Margarita",1,bum
12762,"Kuntz, Kip",4,bvx
12763,"Mulchaey, John S.",2,bul
12764,"Levan, Andrew James",8,bvw
12786,"Levan, Andrew James",7,bwx
12787,"Postman, Marc",87,bzo
12788,"Postman, Marc",88,bzq
12789,"Postman, Marc",87,bzr
12790,"Postman, Marc",71,bzt
12791,"Postman, Marc",75,bxf
12794,"MacKenty, John W.",10,bx2
12802,"MacKenty, John W.",8,bxd
12812,"Levay, Zolt",23,bxl
12813,"Schmidt, Brian",30,c3i
12815,"Luhman, Kevin",3,bz7
12817,"Massey, Richard J.",5,c0a
12858,"Madore, Barry F.",1,bxr
12859,"Schombert, James M.",9,c0k
12861,"Fan, Xiaohui",18,c0s
12862,"Boyer, Martha L.",4,c09
12866,"Swinbank, Mark",30,by2
12871,"King, Lindsay J.",8,c2x
12872,"Da Rio, Nicola",3,c1t
12873,"Biller, Beth",26,c1o
12874,"Floyd, David",35,byh
12877,"Karachentsev, Igor Dmitrievich",12,bzb
12878,"Karachentsev, Igor Dmitrievich",36,bz2
12879,"Riess, Adam",110,bzc
12880,"Riess, Adam",238,c13
12884,"Ebeling, Harald",78,c39
12885,"Sankrit, Ravi",4,bzs
12888,"Van Dyk, Schuyler D.",6,bzv
12889,"Suyu, Sherry H.",10,byg
12892,"Shen, Yue",25,bzf
12893,"Gilliland, Ronald L",111,c1r
12896,"Tran, Kim-Vy",14,c14
12898,"Koopmans, Leon",30,bzi
12902,"Malkan, Matthew A.",695,c3t
12903,"Ho, Luis C.",133,by8
12905,"Trenti, Michele",30,c2v
12908,"Goudfrooij, Paul",12,byl
12909,"Debes, John Henry",17,c2u
12911,"Bedin, Luigi R.",251,c05
12912,"De Luca, Andrea",1,c1n
12913,"Jha, Saurabh W.",3,bzy
12914,"Do, Tuan",16,c08
12915,"Lennon, Daniel J.",36,c0g
12918,"Chiboucas, Kristin",12,c1g
12925,"Cole, Andrew A.",48,byq
12927,"Newman, Andrew B.",14,bzu
12930,"Bridge, Carrie",21,bxu
12931,"Siana, Brian",9,c19
12932,"Ferraro, Francesco R.",14,c37
12933,"Ferraro, Francesco R.",12,c38
12934,"Tadhunter, Clive N.",1,bzw
12937,"Zaritsky, Dennis",30,c2p
12939,"Sabbi, Elena",144,by0
12941,"Stephens, Ian William",50,c2o
12942,"Glikman, Eilat",30,byu
12943,"Yang, Yujin",24,c1h
12944,"Allers, Katelyn",97,c11
12945,"Rudnick, Gregory Howard",60,c1b
12949,"Perley, Daniel",37,bzj
12950,"Heinke, Craig",6,c2r
12951,"Wofford, Aida",3,c30
12955,"Swain, Mark Raboin",20,bz6
12957,"Kuepper, Andreas H.W.",10,byd
12959,"Shapley, Alice E.",28,c17
12960,"Ono, Yoshiaki",26,c16
12961,"Bentz, Misty C.",20,by1
12964,"Rejkuba, Marina",20,byp
12966,"van der Marel, Roeland P.",20,c2z
12967,"Saha, Abhijit",63,byn
12968,"Maund, Justyn Robert",4,c0h
12969,"Garnavich, Peter M.",36,c2w
12970,"Cushing, Michael C.",172,c2j
12971,"Richer, Harvey B.",38,by4
12972,"Gelino, Christopher R.",30,bzz
12974,"Mechtley, Matthew",23,c0z
12975,"Lilly, Simon J.",13,c0r
12979,"Maccarone, Thomas J.",14,c18
12983,"Yaron, Ofer",2,c00
12985,"Sahu, Kailash C.",6,c3j
12986,"Sahu, Kailash C.",12,c3l
12987,"Rappaport, Saul A",8,byf
12989,"Renzini, Alvio",15,c06
12990,"Muzzin, Adam",29,c2g
12991,"Strazzullo, Veronica",4,c2e
12993,"Prieto, Jose Luis",3,c03
12994,"Gonzalez, Anthony Hernan",7,c3b
12997,"Williams, Benjamin F.",4,c2f
12999,"Foley, Ryan",16,c2l
13000,"Hong, Sungryong",56,c0i
13001,"Ofek, Eran O.",4,c0w
13002,"Williams, Rik",12,c0c
13003,"Gladders, Michael D.",147,c2i
13007,"Armus, Lee",33,c28
13009,"De Marchi, Guido",19,byy
13010,"Bresolin, Fabio",1,bzg
13011,"Puzia, Thomas H.",5,c1y
13014,"Strauss, Michael A.",23,c20
13018,"Ferguson, Annette",32,c3a
13021,"Bean, Jacob L.",763,bxy
13022,"Berger, Edo",10,byz
13023,"Chiaberge, Marco",45,byt
13024,"Mulchaey, John S.",41,bz0
13025,"Levan, Andrew James",44,c27
13026,"Levan, Andrew James",10,c35
13027,"Oestlin, Goeran",3,bz9
13028,"Skillman, Evan D.",56,c1d
13029,"Filippenko, Alex V.",18,byb
13036,"Mushotzky, Richard",4,by9
13038,"Nota, Antonella",10,bya
13039,"Simpson, Chris",21,byj
13041,"James, Bethan Lesley",8,c0q
13042,"Dobbie, Paul Denholm",12,byw
13043,"Kargaltsev, Oleg Y.",2,bzd
13044,"Lu, Jessica Ryan",4,byv
13045,"Cooray, Asantha R",11,byi
13046,"Kirshner, Robert P.",260,c1x
13048,"Strader, Jay",16,byr
13049,"Do, Tuan",15,c0d
13050,"van den Bosch, Remco",61,c0b
13057,"Sahu, Kailash C.",256,c3f
13058,"Sahu, Kailash C.",17,c3k
13062,"Bond, Howard E.",2,c1k
13063,"Riess, Adam",130,c6h
13065,"Baum, Stefi A.",3,c0p
13066,"Smith, Linda J.",10,c3c
13079,"Hilbert, Bryan",2,c5n
13088,"Baggett, Sylvia M.",18,c5z
13089,"Deustua, Susana E.",10,c5s
13092,"Lee, Janice",16,c46
13093,"Lee, Janice",12,c5v
13094,"Deustua, Susana E.",36,c69
13095,"McCullough, Peter",20,c5h
13100,"Kozhurina-Platais, Vera",12,c4j
13101,"Riess, Adam",47,c40
13102,"McDonald, Michael A.",5,c3o
13106,"Gosnell, Natalie",1,c63
13109,"Weisskopf, Martin C.",4,c68
13110,"Fruchter, Andrew S.",10,c5f
13111,"Barnard, Robin",2,c6b
13112,"Liu, Xin",6,c5o
13113,"Kochanek, Chris S.",14,c3u
13114,"Perlman, Eric S.",3,c5c
13116,"Kharb, Preeti",6,c67
13117,"Levan, Andrew James",12,chb
13155,"Chiaberge, Marco",6,c61
13159,"Grogin, Norman",21,c50
13162,"Bohlin, Ralph C.",4,c55
13173,"Nelan, Edmund",15,c5x
13176,"Apai, Daniel",28,c6g
13177,"Bradac, Marusa",22,c6i
13178,"Kirkpatrick, J. Davy",25,c6f
13181,"Kirshner, Robert P.",2,c6t
13196,"De Luca, Andrea",1,c72
13229,"Levay, Zolt",2,c7i
13230,"Levan, Andrew James",7,c7k
13280,"Buenzli, Esther",15,ca7
13281,"Cantalupo, Sebastiano",8,c91
13282,"Chu, You-Hua",26,cco
13285,"Edelson, Rick",6,cck
13286,"Foley, Ryan",22,cb1
13291,"Hayashi, Masao",5,c9n
13292,"Indebetouw, Remy",24,cbn
13294,"Karim, Alexander",9,ccb
13297,"Piotto, Giampaolo",611,cau
13299,"Radigan, Jacqueline",12,car
13300,"Rubin, Kate",9,cbo
13303,"Simcoe, Robert Andrew",9,ccy
13305,"Villforth, Carolin",20,ccj
13306,"Wilson, Gillian",16,cca
13307,"Zakamska, Nadia L",11,c9j
13308,"Zhao, Ming",10,ccu
13309,"Guo, Yicheng",56,cas
13316,"Bushouse, Howard A.",44,cba
13317,"Coe, Dan",15,cc9
13324,"Krajnovic, Davor",48,c8a
13326,"Lunnan, Ragnhild",6,c9y
13327,"Meyer, Eileen T",3,ca2
13331,"Pueyo, Laurent",16,ccq
13333,"Rich, Jeffrey Austin Sterling",2,cah
13334,"Riess, Adam",61,c8k
13337,"Sharon, Keren",8,cac
13340,"Van Dyk, Schuyler D.",2,cd4
13341,"Van Dyk, Schuyler D.",2,cd7
13343,"Wittman, David",32,cbr
13344,"Riess, Adam",106,c8z
13348,"De Luca, Andrea",2,cce
13349,"Fan, Xiaohui",6,cb9
13350,"Fruchter, Andrew S.",15,ccx
13352,"Malkan, Matthew A.",785,cdx
13356,"McGreer, Ian",3,cbg
13357,"Radburn-Smith, David J.",32,cc3
13359,"Lennon, Daniel J.",30,c9r
13360,"Jha, Saurabh W.",3,cb4
13361,"Blair, William P.",4,cae
13364,"Calzetti, Daniela",375,cdm
13366,"de Jong, Roelof S.",40,c9l
13370,"Georgiev, Iskren Y.",7,c8q
13371,"Gezari, Suvi",2,c8g
13374,"Mackey, Dougal",16,c7y
13375,"Mackey, Dougal",56,c97
13376,"McQuinn, Kristen B W",16,c9z
13378,"Milisavljevic, Dan",1,cbq
13379,"Milone, Antonino Paolo",16,cb7
13384,"Riechers, Dominik A.",3,cbs
13386,"Rodney, Steve",84,ca9
13389,"Siana, Brian",36,cda
13392,"Sugerman, Ben E. K.",6,c8s
13393,"Zaritsky, Dennis",60,c8h
13399,"Cooray, Asantha R",10,c86
13401,"Fransson, Claes",38,cd6
13403,"Grosso, Nicolas",12,c8j
13405,"Kirshner, Robert P.",2,cd5
13407,"Martin, Crystal Linn",2,c8t
13409,"Mushotzky, Richard",16,c9g
13410,"Pallanca, Cristina",52,caj
13411,"Rujopakarn, Wiphu",5,c98
13412,"Schrabback, Tim",46,ccd
13413,"Sheth, Kartik",8,cc5
13416,"van den Bosch, Remco",3,c7z
13417,"Bennett, David P.",9,c9i
13418,"Apai, Daniel",95,cdg
13419,"Bally, John",15,caz
13420,"Barro, Guillermo",112,cat
13422,"Canning, Rebecca E. A.",8,cbf
13425,"Feng, Hua",5,c8e
13428,"Gelino, Christopher R.",4,cal
13433,"Maund, Justyn Robert",5,c7s
13435,"Monelli, Matteo",57,cb0
13437,"Rigby, Jane R.",6,c9q
13441,"Tomasino, Rachael",1,c9d
13442,"Tully, R. Brent",90,c9v
13443,"van der Marel, Roeland P.",28,c7v
13445,"Bloom, Joshua S.",24,caq
13446,"de Mink, Selma E.",4,cct
13449,"Geha, Marla C.",40,ccs
13457,"Sahu, Kailash C.",11,cdl
13458,"Sahu, Kailash C.",14,c7m
13459,"Treu, Tommaso L.",228,ca5
13461,"Williams, Benjamin F.",8,c8d
13463,"Sahu, Kailash C.",256,c8x
13464,"Sahu, Kailash C.",3,cdk
13466,"Sahu, Kailash C.",2,cdc
13467,"Bean, Jacob L.",2541,ccz
13468,"Bond, Howard E.",2,ca1
13470,"Chaname, Julio",80,ccn
13476,"Kallivayalil, Nitya",120,cc2
13477,"Kochanek, Chris S.",13,c85
13479,"Levan, Andrew James",2,cbl
13480,"Levan, Andrew James",6,cbm
13482,"Lundgren, Britt Fisher",36,cbw
13483,"Oestlin, Goeran",82,cdb
13490,"Surace, Jason A.",26,c9h
13493,"Schrabback, Tim",22,cb8
13495,"Lotz, Jennifer",192,c8n
13496,"Lotz, Jennifer",190,c8o
13497,"Tanvir, Nial Rahil",4,c81
13498,"Lotz, Jennifer",141,c8m
13504,"Lotz, Jennifer",142,cdu
13505,"Milisavljevic, Dan",4,cdt
13506,"Wilkes, Belinda J.",3,cfr
13507,"Worrall, Diana M.",2,cfq
13510,"Weisskopf, Martin C.",4,cgt
13511,"Heida, Marianne",1,cef
13513,"Comerford, Julia",24,cdw
13514,"Pacaud, Florian",4,cfn
13515,"Binder, Breanna",13,cfp
13517,"Malkan, Matthew A.",423,cdy
13563,"Hilbert, Bryan",2,cfh
13570,"Kozhurina-Platais, Vera",9,ch8
13571,"Riess, Adam",28,cgz
13572,"Long, Knox S.",6,cgk
13573,"Long, Knox S.",2,cfs
13574,"Baggett, Sylvia M.",1,chd
13575,"Deustua, Susana E.",13,ch3
13576,"Deustua, Susana E.",4,chg
13579,"Brammer, Gabriel",32,ch4
13580,"Brammer, Gabriel",24,ch5
13582,"Pirzkal, Norbert",12,ch9
13583,"McCullough, Peter",10,cgu
13592,"Chiaberge, Marco",6,cfm
13596,"Coe, Dan",21,ce5
13599,"Bohlin, Ralph C.",1,cga
13603,"Chiaberge, Marco",3,ch0
13606,"Anderson, Jay",36,chi
13611,"Tanvir, Nial Rahil",9,cgj
13613,"Kochanek, Chris S.",12,chm
13614,"Vieira, Joaquin",6,chq
13621,"Goobar, Ariel",17,chy
13623,"Levay, Zolt",18,chx
13626,"Lawrence, Stephen S.",30,ci2
13639,"Bayliss, Matthew",2,coo
13640,"Buenzli, Esther",5,cje
13641,"Capak, Peter Lawrence",56,cow
13642,"Miller, Jon Matthew",3,ckq
13643,"Duchene, Gaspard",12,cjg
13644,"Fan, Xiaohui",2,con
13645,"Fan, Xiaohui",14,cnn
13646,"Foley, Ryan",28,ck4
13647,"Foley, Ryan",24,cjf
13648,"Fox, Ori Dosovitz",3,cnj
13653,"Griffith, Caitlin Ann",85,cov
13655,"Hayes, Matthew James",5,cmc
13656,"Hayes, Matthew James",3,cme
13657,"Kartaltepe, Jeyhan",60,cor
13659,"Sandstrom, Karin Marie",162,cnl
13661,"Auger, Matthew",28,cjo
13662,"Barth, Aaron J.",4,coe
13665,"Benneke, Bjorn",771,co5
13666,"Bradac, Marusa",3,ckd
13669,"Carollo, Marcella",43,cjl
13671,"Ebeling, Harald",55,coz
13673,"Kalirai, Jason",8,ck3
13674,"Kaplan, David L.",15,clk
13676,"Meyer, Eileen T",17,ckz
13677,"Perlmutter, Saul",263,cn1
13678,"Riess, Adam",43,cir
13680,"Sabbi, Elena",6,ckk
13681,"van Dokkum, Pieter",4,cjb
13682,"van Dokkum, Pieter",30,cjr
13683,"Van Dyk, Schuyler D.",6,ciw
13684,"Van Dyk, Schuyler D.",4,civ
13686,"Riess, Adam",53,ciu
13687,"Beifiori, Alessandra",6,cmj
13688,"Castellano, Marco",14,cms
13689,"Diamond-Stanic, Aleksandar M.",24,cnp
13690,"Diaz-Santos, Tanio",26,com
13691,"Freedman, Wendy L.",358,cnw
13695,"Holwerda, Benne Willem",110,clt
13696,"Holwerda, Benne Willem",12,cnc
